,datetime,open,high,low,close
31,2021-04-05 02:35:00,57707.62891,57713.58984,57675.26953,57675.26953
32,2021-04-05 02:40:00,57706.76172,57757.69922,57690.87891,57690.87891
33,2021-04-05 02:45:00,57681.10938,57689.19141,57618.78125,57618.78125
34,2021-04-05 02:50:00,57620.05859,57620.05859,57602.37109,57614.01953
35,2021-04-05 02:55:00,57580.10156,57639.85938,57580.10156,57639.85938
36,2021-04-05 03:00:00,57580.96875,57580.96875,57490.00000,57575.51953
37,2021-04-05 03:05:00,57616.87109,57703.89062,57616.87109,57655.80078
38,2021-04-05 03:10:00,57621.85156,57657.44141,57601.89062,57651.96094
39,2021-04-05 03:15:00,57638.23047,57697.30078,57590.14844,57697.30078
40,2021-04-05 03:20:00,57689.41016,57689.41016,57623.48828,57630.23828
41,2021-04-05 03:25:00,57627.51172,57694.96094,57627.51172,57683.03125
42,2021-04-05 03:30:00,57711.55859,57717.98047,57667.35938,57667.35938
43,2021-04-05 03:35:00,57660.30859,57663.71094,57621.67188,57631.91016
44,2021-04-05 03:40:00,57633.35938,57699.26953,57633.35938,57656.42969
45,2021-04-05 03:45:00,57646.41016,57646.41016,57562.08984,57616.82031
46,2021-04-05 03:50:00,57538.42969,57548.60156,57475.98828,57475.98828
47,2021-04-05 03:55:00,57505.66016,57505.66016,57390.21094,57439.39062
48,2021-04-05 04:00:00,57354.37891,57544.37109,57354.37891,57544.37109
49,2021-04-05 04:05:00,57574.30859,57594.21875,57549.55859,57594.21875
50,2021-04-05 04:10:00,57561.16016,57562.16016,57458.26172,57458.26172
51,2021-04-05 04:15:00,57405.08984,57516.82812,57370.00000,57516.82812
52,2021-04-05 04:20:00,57556.50000,57564.26953,57474.96875,57474.96875
53,2021-04-05 04:25:00,57526.14062,57579.41016,57509.32812,57579.41016
54,2021-04-05 04:30:00,57572.39844,57572.39844,57516.30078,57516.30078
55,2021-04-05 04:35:00,57499.98828,57519.98828,57467.50000,57511.32031
56,2021-04-05 04:40:00,57511.75000,57562.80078,57511.75000,57556.62891
57,2021-04-05 04:45:00,57603.44141,57603.44141,57472.75000,57482.07812
58,2021-04-05 04:50:00,57412.92188,57423.12109,57340.17188,57340.17188
59,2021-04-05 04:55:00,57348.39062,57348.39062,57289.62891,57289.62891
60,2021-04-05 05:00:00,57211.48828,57348.42969,57211.48828,57322.76172
61,2021-04-05 05:05:00,57270.05859,57328.44922,57270.05859,57281.21094
62,2021-04-05 05:10:00,57263.03906,57263.03906,57189.28906,57224.28906
63,2021-04-05 05:15:00,57159.64844,57179.30078,57051.00000,57051.00000
64,2021-04-05 05:20:00,57061.07812,57089.94922,57025.30078,57089.94922
65,2021-04-05 05:25:00,57080.69141,57195.82031,57080.69141,57188.42188
66,2021-04-05 05:30:00,57166.89844,57244.14844,57166.89844,57244.14844
67,2021-04-05 05:35:00,57199.83984,57199.83984,57150.01172,57150.01172
68,2021-04-05 05:40:00,57210.07031,57238.12109,57155.01172,57238.12109
69,2021-04-05 05:45:00,57176.32812,57184.00000,57094.64062,57140.76172
70,2021-04-05 05:50:00,57080.00000,57086.78906,57024.01953,57047.39844
71,2021-04-05 05:55:00,57040.28125,57040.28125,56967.92969,56967.92969
72,2021-04-05 06:00:00,56853.32812,57024.91016,56853.32812,57024.91016
73,2021-04-05 06:05:00,57072.30078,57091.50000,57051.00000,57073.19922
74,2021-04-05 06:10:00,57062.75000,57062.75000,56991.73047,56991.73047
75,2021-04-05 06:15:00,56933.03906,56981.42188,56914.53906,56981.42188
76,2021-04-05 06:20:00,56877.82031,56924.33984,56840.37891,56840.37891
77,2021-04-05 06:25:00,56887.96875,57126.87109,56887.96875,57126.87109
78,2021-04-05 06:30:00,57114.96094,57198.76172,57108.17188,57147.32812
79,2021-04-05 06:35:00,57152.89844,57218.91016,57152.89844,57216.25000
80,2021-04-05 06:40:00,57274.78906,57315.78125,57222.69922,57315.78125
81,2021-04-05 06:45:00,57277.87109,57277.87109,57220.48828,57220.48828
82,2021-04-05 06:50:00,57231.69141,57242.26953,57208.35938,57221.92188
83,2021-04-05 06:55:00,57200.80078,57208.53125,57146.46875,57146.46875
84,2021-04-05 07:00:00,57132.03125,57132.03125,57030.58984,57043.03906
85,2021-04-05 07:05:00,57120.85938,57356.35938,57120.85938,57356.35938
86,2021-04-05 07:10:00,57287.39844,57333.37891,57286.21094,57288.10938
87,2021-04-05 07:15:00,57249.08984,57249.08984,57169.44922,57202.60938
88,2021-04-05 07:20:00,57194.44922,57220.94922,57158.44922,57186.46875
89,2021-04-05 07:25:00,57175.28125,57222.62109,57155.37891,57155.37891
90,2021-04-05 07:30:00,57162.30078,57207.17969,57102.60938,57102.60938
91,2021-04-05 07:35:00,57087.94922,57125.64844,57066.10938,57077.55859
92,2021-04-05 07:40:00,57047.71094,57125.17188,57009.75000,57125.17188
93,2021-04-05 07:45:00,57135.91016,57235.35938,57135.91016,57235.35938
94,2021-04-05 07:50:00,57227.83984,57255.53125,57136.87109,57240.00000
95,2021-04-05 07:55:00,57191.87891,57286.53906,57188.37109,57286.53906
96,2021-04-05 08:00:00,57247.82031,57334.03125,57247.82031,57251.19141
97,2021-04-05 08:05:00,57246.01953,57246.01953,57150.01172,57164.69922
98,2021-04-05 08:10:00,57116.80078,57168.19141,57100.00000,57168.19141
99,2021-04-05 08:15:00,57089.12109,57153.50000,57056.00000,57153.50000
100,2021-04-05 08:20:00,57087.39062,57091.21875,57052.89844,57052.89844
101,2021-04-05 08:25:00,57040.82812,57040.82812,56840.83984,56950.87891
102,2021-04-05 08:30:00,56967.25000,57064.46875,56967.25000,57030.00000
103,2021-04-05 08:35:00,57002.85938,57088.71094,57002.85938,57088.71094
104,2021-04-05 08:40:00,57024.14062,57122.16016,57024.14062,57076.76172
105,2021-04-05 08:45:00,57057.12891,57166.51953,57057.12891,57166.51953
106,2021-04-05 08:50:00,57152.98828,57172.48828,57117.37891,57145.89844
107,2021-04-05 08:55:00,57133.64062,57180.92188,57120.07031,57147.66016
108,2021-04-05 09:00:00,57120.10156,57120.10156,56982.60156,57033.05859
109,2021-04-05 09:05:00,57050.69141,57225.83984,57050.69141,57225.83984
110,2021-04-05 09:10:00,57221.64844,57225.12891,57203.48047,57219.46094
111,2021-04-05 09:15:00,57244.98828,57257.55859,57199.64062,57250.00000
112,2021-04-05 09:20:00,57230.35156,57354.57812,57230.35156,57354.57812
113,2021-04-05 09:25:00,57309.10938,57468.85938,57309.10938,57441.14062
114,2021-04-05 09:30:00,57395.48828,57400.01172,57382.19141,57382.19141
115,2021-04-05 09:35:00,57369.08984,57401.10938,57367.41016,57367.41016
116,2021-04-05 09:40:00,57394.16016,57410.19141,57371.05078,57392.87891
117,2021-04-05 09:45:00,57380.46094,57444.00000,57350.01172,57444.00000
118,2021-04-05 09:50:00,57495.33984,57503.05078,57453.94141,57475.26953
119,2021-04-05 09:55:00,57465.98047,57513.55859,57465.98047,57500.35938
120,2021-04-05 10:00:00,57513.33984,57529.64062,57495.32031,57498.50000
121,2021-04-05 10:05:00,57493.26953,57502.73047,57446.76953,57446.76953
122,2021-04-05 10:10:00,57470.23828,57478.00000,57445.75000,57456.10938
123,2021-04-05 10:15:00,57447.57812,57447.57812,57420.03125,57422.44141
124,2021-04-05 10:20:00,57454.30859,57454.30859,57426.19922,57427.01953
125,2021-04-05 10:25:00,57431.64844,57434.78125,57412.94141,57426.80859
126,2021-04-05 10:30:00,57432.60156,57432.60156,57354.51953,57365.83984
127,2021-04-05 10:35:00,57350.78125,57378.80078,57339.10938,57364.21094
128,2021-04-05 10:40:00,57381.10156,57401.76172,57381.10156,57382.03125
129,2021-04-05 10:45:00,57382.89844,57474.33984,57382.89844,57474.33984
130,2021-04-05 10:50:00,57499.96875,57589.42969,57499.96875,57556.50000
131,2021-04-05 10:55:00,57578.76953,57682.08984,57578.76953,57682.08984
132,2021-04-05 11:00:00,57723.78906,57723.78906,57598.60938,57619.17969
133,2021-04-05 11:05:00,57633.80859,57639.48828,57597.32812,57625.80859
134,2021-04-05 11:10:00,57613.30078,57638.03906,57593.98828,57616.10156
135,2021-04-05 11:15:00,57622.55078,57724.96094,57614.37109,57724.96094
136,2021-04-05 11:20:00,57720.00000,57720.00000,57622.44922,57622.44922
137,2021-04-05 11:25:00,57627.19922,57670.82812,57588.10938,57670.82812
138,2021-04-05 11:30:00,57645.76953,57645.76953,57600.23047,57600.23047
139,2021-04-05 11:35:00,57622.26953,57696.80859,57622.26953,57668.94141
140,2021-04-05 11:40:00,57670.01172,57670.01172,57632.60938,57652.69141
141,2021-04-05 11:45:00,57663.42969,57663.42969,57620.01172,57621.62891
142,2021-04-05 11:50:00,57614.85938,57616.01953,57602.69141,57610.82031
143,2021-04-05 11:55:00,57632.30078,57738.37109,57632.30078,57738.37109
144,2021-04-05 12:00:00,57811.00000,57864.39844,57784.98828,57864.39844
145,2021-04-05 12:05:00,57889.17188,57939.62891,57889.17188,57939.62891
146,2021-04-05 12:10:00,57927.71094,58029.25000,57927.71094,58029.25000
147,2021-04-05 12:15:00,58025.78125,58055.92969,57986.05078,57986.05078
148,2021-04-05 12:20:00,57960.14844,57960.14844,57889.19141,57904.01172
149,2021-04-05 12:25:00,57891.92969,57893.50000,57858.00000,57858.00000
150,2021-04-05 12:30:00,57793.92188,57892.78906,57793.92188,57892.78906
151,2021-04-05 12:35:00,57860.00000,57949.60156,57860.00000,57949.60156
152,2021-04-05 12:40:00,57981.98828,57981.98828,57930.48047,57947.14062
153,2021-04-05 12:45:00,57962.19141,58001.94922,57957.21875,58001.94922
154,2021-04-05 12:50:00,58080.00000,58080.00000,58028.16016,58028.16016
155,2021-04-05 12:55:00,57999.96094,57999.96094,57976.05078,57978.89844
156,2021-04-05 13:00:00,57968.89844,58068.83984,57968.89844,58068.83984
157,2021-04-05 13:05:00,58017.98828,58017.98828,57883.64844,57883.64844
158,2021-04-05 13:10:00,57913.82812,58000.89062,57913.82812,57986.60156
159,2021-04-05 13:15:00,58026.73047,58026.73047,57948.92969,57948.92969
160,2021-04-05 13:20:00,57961.73828,57961.73828,57887.92969,57933.07031
161,2021-04-05 13:25:00,57881.53125,57881.53125,57800.00000,57842.03125
162,2021-04-05 13:30:00,57883.00000,57944.44141,57883.00000,57911.76953
163,2021-04-05 13:35:00,57987.85938,58015.44922,57966.53906,57969.01953
164,2021-04-05 13:40:00,57927.17188,57992.98828,57917.08984,57917.08984
165,2021-04-05 13:45:00,57919.91016,57987.78906,57919.91016,57987.78906
166,2021-04-05 13:50:00,57997.92188,58042.00000,57997.92188,58042.00000
167,2021-04-05 13:55:00,58009.98828,58107.71875,58009.98828,58107.71875
168,2021-04-05 14:00:00,58168.76172,58292.26172,58168.76172,58292.26172
169,2021-04-05 14:05:00,58288.69141,58304.32812,58200.01172,58200.01172
170,2021-04-05 14:10:00,58215.05859,58267.03125,58177.82812,58221.98828
171,2021-04-05 14:15:00,58237.82812,58274.94141,58226.55078,58226.55078
172,2021-04-05 14:20:00,58229.50000,58391.50000,58229.50000,58391.50000
173,2021-04-05 14:25:00,58436.92188,58707.51172,58436.92188,58644.50000
174,2021-04-05 14:30:00,58746.44141,58779.98828,58710.03125,58779.98828
175,2021-04-05 14:35:00,58726.30859,58859.98047,58726.30859,58859.98047
176,2021-04-05 14:40:00,58819.01953,58927.64062,58819.01953,58909.96094
177,2021-04-05 14:45:00,58964.26172,58970.01172,58848.53906,58848.53906
178,2021-04-05 14:50:00,58826.80078,58918.32812,58826.80078,58916.05078
179,2021-04-05 14:55:00,58853.62109,58998.00000,58853.62109,58998.00000
180,2021-04-05 15:00:00,59232.14062,59232.14062,59039.67969,59039.67969
181,2021-04-05 15:05:00,59067.03906,59067.03906,58851.44922,58956.28125
182,2021-04-05 15:10:00,58992.98828,59028.85156,58992.87891,58992.87891
183,2021-04-05 15:15:00,59058.96875,59111.16016,59055.19141,59111.16016
184,2021-04-05 15:20:00,59062.30859,59062.30859,58961.73047,58978.46094
185,2021-04-05 15:25:00,58988.92969,59025.00000,58988.92969,58993.60938
186,2021-04-05 15:30:00,59024.71875,59139.98828,59024.71875,59139.98828
187,2021-04-05 15:35:00,59099.98828,59099.98828,58985.07812,58985.07812
188,2021-04-05 15:40:00,59000.01172,59000.01172,58964.14062,58987.05078
189,2021-04-05 15:45:00,58961.75000,58976.26953,58924.23047,58947.58984
190,2021-04-05 15:50:00,59000.00000,59000.00000,58975.48828,58980.78125
191,2021-04-05 15:55:00,58955.19922,59027.85156,58955.19922,58962.50000
192,2021-04-05 16:00:00,59148.17969,59185.33984,59109.01953,59109.01953
193,2021-04-05 16:05:00,59096.10156,59096.10156,58949.44141,59053.16016
194,2021-04-05 16:10:00,59052.60938,59054.96875,59014.07031,59018.35156
195,2021-04-05 16:15:00,59023.26172,59035.50000,58914.69922,58914.69922
196,2021-04-05 16:20:00,58957.85156,59075.35938,58957.85156,59075.35938
197,2021-04-05 16:25:00,59072.03125,59091.91016,59072.03125,59077.94922
198,2021-04-05 16:30:00,59092.28125,59143.12891,59092.28125,59130.01172
199,2021-04-05 16:35:00,59140.00000,59140.00000,59088.37891,59099.98828
200,2021-04-05 16:40:00,59089.96094,59106.60938,59052.85938,59052.85938
201,2021-04-05 16:45:00,59024.82812,59024.82812,58977.89062,59011.96875
202,2021-04-05 16:50:00,59034.05859,59034.05859,58935.69922,58935.69922
203,2021-04-05 16:55:00,58923.35938,59024.21875,58923.35938,58986.94141
204,2021-04-05 17:00:00,59061.58984,59061.58984,58940.80078,58940.80078
205,2021-04-05 17:05:00,58988.82812,58988.82812,58899.00000,58899.00000
206,2021-04-05 17:10:00,58875.60156,58926.14062,58843.05859,58881.10938
207,2021-04-05 17:15:00,58915.05859,58915.05859,58841.55078,58854.08984
208,2021-04-05 17:20:00,58848.50000,58883.05078,58800.00000,58862.58984
209,2021-04-05 17:25:00,58869.35156,58869.35156,58751.76953,58777.42969
210,2021-04-05 17:30:00,58668.60156,58743.42969,58631.60156,58743.42969
211,2021-04-05 17:35:00,58696.94922,58769.96094,58696.94922,58744.66016
212,2021-04-05 17:40:00,58754.05078,58928.55859,58754.05078,58928.55859
213,2021-04-05 17:45:00,58871.05078,58899.01172,58850.01172,58866.07812
214,2021-04-05 17:50:00,58866.44922,58872.94922,58850.73047,58850.73047
215,2021-04-05 17:55:00,58856.98047,58989.98828,58856.98047,58954.58984
216,2021-04-05 18:00:00,58995.51953,59009.98047,58983.26172,58983.26172
217,2021-04-05 18:05:00,58996.21875,59001.46094,58942.57031,58942.57031
218,2021-04-05 18:10:00,58915.19922,58915.19922,58860.16016,58860.16016
219,2021-04-05 18:15:00,58850.00000,58899.98828,58845.67188,58899.98828
220,2021-04-05 18:20:00,58828.78125,58879.78125,58773.25000,58773.25000
221,2021-04-05 18:25:00,58760.78125,58853.73828,58760.78125,58853.73828
222,2021-04-05 18:30:00,58885.76172,58885.76172,58838.69922,58862.10156
223,2021-04-05 18:35:00,58876.73828,58896.46875,58836.48047,58870.10156
224,2021-04-05 18:40:00,58896.50000,58896.50000,58778.44922,58778.44922
225,2021-04-05 18:45:00,58817.03125,58869.05078,58807.03125,58869.05078
226,2021-04-05 18:50:00,58865.12891,58875.73828,58821.00000,58871.17188
227,2021-04-05 18:55:00,58863.82031,58876.76953,58812.01172,58876.76953
228,2021-04-05 19:00:00,58906.39844,58914.16016,58853.94141,58901.17188
229,2021-04-05 19:05:00,58896.71094,58964.85938,58896.71094,58956.73828
230,2021-04-05 19:10:00,58996.08984,59004.98828,58952.96094,58989.96875
231,2021-04-05 19:15:00,59011.46875,59011.46875,58915.32812,58915.32812
232,2021-04-05 19:20:00,58914.66016,59076.39062,58914.66016,59075.17188
233,2021-04-05 19:25:00,59010.92969,59010.92969,58902.39062,58902.39062
234,2021-04-05 19:30:00,58878.00000,58903.16016,58800.00000,58903.16016
235,2021-04-05 19:35:00,58938.85156,58938.85156,58906.89844,58906.89844
236,2021-04-05 19:40:00,58869.71875,58949.98828,58850.00000,58949.98828
237,2021-04-05 19:45:00,58965.50000,58998.57812,58949.48828,58957.98828
238,2021-04-05 19:50:00,58960.92188,58992.94922,58942.76953,58942.76953
239,2021-04-05 19:55:00,58965.75000,59018.57812,58965.75000,59012.71875
240,2021-04-05 20:00:00,59067.71875,59073.17188,59043.44141,59043.44141
241,2021-04-05 20:05:00,59068.33984,59068.33984,59005.14844,59005.14844
242,2021-04-05 20:10:00,58999.98828,58999.98828,58965.03125,58965.03125
243,2021-04-05 20:15:00,58959.19141,59013.62891,58959.19141,58991.62891
244,2021-04-05 20:20:00,58978.91016,58997.98828,58961.82031,58961.82031
245,2021-04-05 20:25:00,58948.82031,59012.44922,58948.82031,58988.01953
246,2021-04-05 20:30:00,58942.03906,59035.14062,58942.03906,59030.83984
247,2021-04-05 20:35:00,58970.03906,58984.42969,58929.10938,58929.10938
248,2021-04-05 20:40:00,58896.76953,58926.42969,58866.87109,58901.19922
249,2021-04-05 20:45:00,58871.23828,58871.23828,58799.96875,58799.96875
250,2021-04-05 20:50:00,58819.14844,58833.94141,58754.01953,58776.32031
251,2021-04-05 20:55:00,58770.42969,58788.10156,58770.42969,58784.10156
252,2021-04-05 21:00:00,58784.73047,58835.42969,58784.73047,58835.42969
253,2021-04-05 21:05:00,58829.33984,58865.01172,58827.82812,58865.01172
254,2021-04-05 21:10:00,58869.98828,58870.73828,58841.55859,58841.55859
255,2021-04-05 21:15:00,58807.30859,58807.30859,58687.35938,58742.14062
256,2021-04-05 21:20:00,58770.69141,58770.69141,58733.85156,58733.85156
257,2021-04-05 21:25:00,58761.57031,58767.67188,58701.64844,58701.64844
258,2021-04-05 21:30:00,58693.89062,58693.89062,58539.44141,58539.44141
259,2021-04-05 21:35:00,58597.87109,58597.87109,58500.00000,58586.42969
260,2021-04-05 21:40:00,58595.66016,58650.00000,58548.39062,58618.21094
261,2021-04-05 21:45:00,58634.89062,58661.92188,58600.01172,58641.73828
262,2021-04-05 21:50:00,58644.00000,58681.19922,58644.00000,58681.19922
263,2021-04-05 21:55:00,58699.98828,58733.01172,58650.01172,58650.01172
264,2021-04-05 22:00:00,58677.94922,58833.58984,58677.94922,58833.58984
265,2021-04-05 22:05:00,58795.07812,58825.21875,58779.46094,58783.53906
266,2021-04-05 22:10:00,58750.10938,58794.98828,58700.00000,58794.98828
267,2021-04-05 22:15:00,58700.01172,58746.60938,58694.69141,58736.48047
268,2021-04-05 22:20:00,58751.05859,58827.57031,58751.05859,58827.57031
269,2021-04-05 22:25:00,58818.73047,58871.94141,58818.73047,58871.94141
270,2021-04-05 22:30:00,58882.39844,58888.19141,58837.12109,58843.37109
271,2021-04-05 22:35:00,58835.00000,58869.57031,58761.57031,58761.57031
272,2021-04-05 22:40:00,58799.30078,58847.42188,58794.50000,58837.62109
273,2021-04-05 22:45:00,58846.41016,58891.80859,58846.41016,58853.07031
274,2021-04-05 22:50:00,58864.98828,58955.30078,58864.98828,58900.00000
275,2021-04-05 22:55:00,58914.39062,58914.39062,58857.69141,58881.98047
276,2021-04-05 23:00:00,58869.85156,58869.85156,58674.96875,58674.96875
277,2021-04-05 23:05:00,58673.21875,58737.92188,58673.21875,58711.64844
278,2021-04-05 23:10:00,58671.60156,58671.60156,58553.78125,58604.07812
279,2021-04-05 23:15:00,58605.87891,58687.55859,58588.21094,58669.44141
280,2021-04-05 23:20:00,58624.69141,58725.26172,58624.69141,58725.26172
281,2021-04-05 23:25:00,58740.12891,58770.32031,58703.01172,58770.32031
282,2021-04-05 23:30:00,58766.05859,58802.41016,58737.00000,58737.17188
283,2021-04-05 23:35:00,58696.21875,58749.98047,58654.21094,58654.21094
284,2021-04-05 23:40:00,58676.44141,58716.42969,58631.73828,58673.00000
285,2021-04-05 23:45:00,58707.44922,58713.83984,58693.66016,58693.66016
286,2021-04-05 23:50:00,58661.73828,58778.57812,58661.73828,58764.64844
287,2021-04-05 23:55:00,58778.53125,58993.44922,58778.53125,58993.44922
288,2021-04-06 00:00:00,59161.98828,59376.51953,59161.98828,59250.80078
289,2021-04-06 00:05:00,59277.46875,59400.00000,59277.46875,59400.00000
290,2021-04-06 00:10:00,59454.78125,59454.78125,59263.48828,59319.98047
291,2021-04-06 00:15:00,59343.10156,59343.10156,59144.01172,59144.01172
292,2021-04-06 00:20:00,59099.98828,59148.89062,59056.33984,59148.89062
293,2021-04-06 00:25:00,59187.64844,59262.17969,59184.21094,59184.21094
294,2021-04-06 00:30:00,59163.19922,59254.48047,59146.07812,59254.48047
295,2021-04-06 00:35:00,59183.19922,59238.16016,59150.35938,59201.51953
296,2021-04-06 00:40:00,59189.10156,59236.42969,59172.53125,59216.10938
297,2021-04-06 00:45:00,59171.98828,59279.98828,59171.98828,59279.98828
298,2021-04-06 00:50:00,59275.00000,59275.00000,59253.37891,59258.05078
299,2021-04-06 00:55:00,59289.37891,59357.19141,59289.37891,59357.19141
300,2021-04-06 01:00:00,59379.00000,59495.00000,59249.08984,59249.08984
301,2021-04-06 01:05:00,59259.87891,59319.91016,59259.87891,59319.91016
302,2021-04-06 01:10:00,59243.00000,59296.28906,59237.26953,59237.26953
303,2021-04-06 01:15:00,59215.51172,59257.82812,59123.85938,59163.76953
304,2021-04-06 01:20:00,59065.50000,59065.50000,58932.64844,58932.64844
305,2021-04-06 01:25:00,58937.53906,59027.07031,58937.53906,59010.98828
306,2021-04-06 01:30:00,59045.60156,59084.55078,58960.57812,59084.55078
307,2021-04-06 01:35:00,59086.58984,59086.58984,59050.00000,59064.67969
308,2021-04-06 01:40:00,59061.75000,59061.75000,58972.30078,59017.50000
309,2021-04-06 01:45:00,59000.23047,59000.23047,58866.19922,58964.44922
310,2021-04-06 01:50:00,58948.82031,58996.66016,58857.42969,58857.42969
311,2021-04-06 01:55:00,58817.21094,58817.21094,58798.62109,58805.16016
312,2021-04-06 02:00:00,58804.82031,58838.78906,58746.05078,58750.01172
313,2021-04-06 02:05:00,58749.46875,58749.46875,58651.25000,58732.19922
314,2021-04-06 02:10:00,58730.76172,58734.37109,58661.85938,58734.37109
315,2021-04-06 02:15:00,58718.76172,58826.14062,58718.76172,58762.44141
316,2021-04-06 02:20:00,58738.76172,58756.57812,58723.89062,58733.98828
317,2021-04-06 02:25:00,58741.00000,58792.42188,58741.00000,58751.87891
318,2021-04-06 02:30:00,58743.25000,58835.01172,58741.01172,58829.98828
319,2021-04-06 02:35:00,58814.75000,58842.55078,58814.75000,58841.32812
320,2021-04-06 02:40:00,58842.41016,58842.41016,58800.67969,58800.67969
321,2021-04-06 02:45:00,58792.87891,58792.87891,58760.69922,58760.69922
322,2021-04-06 02:50:00,58756.87891,58815.03906,58756.87891,58805.94922
323,2021-04-06 02:55:00,58804.73828,58804.73828,58745.76172,58745.76172
324,2021-04-06 03:00:00,58745.26953,58797.14062,58732.07031,58797.14062
325,2021-04-06 03:05:00,58847.05859,58847.05859,58801.14844,58801.14844
326,2021-04-06 03:10:00,58792.51953,58794.32031,58788.62109,58789.98828
327,2021-04-06 03:15:00,58778.73047,58778.73047,58743.30859,58743.30859
328,2021-04-06 03:20:00,58760.00000,58828.73047,58760.00000,58797.01172
329,2021-04-06 03:25:00,58806.82031,58933.12891,58806.82031,58933.12891
330,2021-04-06 03:30:00,58914.82031,58914.82031,58861.94141,58861.94141
331,2021-04-06 03:35:00,58860.41016,58889.98828,58822.51172,58827.96875
332,2021-04-06 03:40:00,58857.76172,58860.00000,58831.01172,58860.00000
333,2021-04-06 03:45:00,58820.48047,58834.16016,58795.94922,58795.94922
334,2021-04-06 03:50:00,58784.28906,58784.28906,58741.98828,58741.98828
335,2021-04-06 03:55:00,58740.21875,58740.21875,58606.87891,58606.87891
336,2021-04-06 04:00:00,58701.33984,58721.55078,58682.73047,58721.55078
337,2021-04-06 04:05:00,58741.98047,58741.98047,58730.67969,58734.76953
338,2021-04-06 04:10:00,58739.03906,58750.76172,58734.76172,58750.76172
339,2021-04-06 04:15:00,58685.51172,58779.89844,58674.26172,58779.89844
340,2021-04-06 04:20:00,58778.01172,58808.48828,58752.87891,58808.48828
341,2021-04-06 04:25:00,58796.87109,58805.10156,58748.42969,58748.42969
342,2021-04-06 04:30:00,58758.67969,58868.39062,58758.67969,58860.00000
343,2021-04-06 04:35:00,58857.87891,58857.87891,58817.21875,58817.21875
344,2021-04-06 04:40:00,58793.44922,58828.89844,58750.01172,58750.01172
345,2021-04-06 04:45:00,58756.10156,58776.32031,58727.94922,58776.32031
346,2021-04-06 04:50:00,58776.32031,58832.87891,58776.32031,58832.87891
347,2021-04-06 04:55:00,58808.39062,58808.39062,58780.01172,58790.76953
348,2021-04-06 05:00:00,58795.00000,58827.08984,58789.00000,58827.08984
349,2021-04-06 05:05:00,58848.37891,58848.37891,58818.46094,58818.46094
350,2021-04-06 05:10:00,58825.00000,58861.44922,58782.17188,58861.44922
351,2021-04-06 05:15:00,58840.42188,58840.42188,58802.92969,58804.37891
352,2021-04-06 05:20:00,58804.37891,58804.37891,58774.00000,58777.12109
353,2021-04-06 05:25:00,58793.30859,58881.98828,58787.16016,58881.98828
354,2021-04-06 05:30:00,58886.67188,58886.67188,58838.37891,58838.37891
355,2021-04-06 05:35:00,58867.07031,58970.32812,58867.07031,58970.32812
356,2021-04-06 05:40:00,58989.98828,59023.76953,58980.50000,58980.50000
357,2021-04-06 05:45:00,59003.14844,59003.14844,58929.03125,58939.78125
